Fecha,Temporada,Cultivo,Parcela,Fase Productiva,Cantidad (kg),Precio por kg,Ingresos generados,Costo Total,Rentabilidad,Clima,Demanda de Mercado,Proyección Precio Temporada Siguiente,Observaciones,Línea Productiva
2023-04-29,2023-Verano,Maíz,Parcela E,Siembra,0,0,0,361,-361,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-12-29,2023-Invierno,Café,Parcela B,Mantenimiento,0,0,0,171,-171,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-10-23,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,178,-178,Soleado,Alta,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-10-13,2023-Invierno,Soya,Parcela D,Siembra,0,0,0,151,-151,Nublado,Baja,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-07-20,2023-Invierno,Café,Parcela A,Cosecha,769,4.98,3829.62,186,3643.62,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-02-28,2023-Verano,Trigo,Parcela A,Siembra,0,0,0,487,-487,Lluvioso,Baja,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-11-04,2023-Invierno,Soya,Parcela B,Siembra,0,0,0,471,-471,Lluvioso,Baja,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-02-13,2023-Verano,Soya,Parcela E,Mantenimiento,0,0,0,331,-331,Soleado,Alta,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-03-05,2023-Verano,Trigo,Parcela C,Mantenimiento,0,0,0,303,-303,Lluvioso,Media,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-01-15,2023-Verano,Trigo,Parcela B,Mantenimiento,0,0,0,197,-197,Lluvioso,Alta,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-08-10,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,349,-349,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-11-02,2023-Invierno,Soya,Parcela E,Cosecha,984,1.37,1348.08,452,896.08,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-05-04,2023-Verano,Trigo,Parcela D,Mantenimiento,0,0,0,332,-332,Soleado,Baja,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-10-27,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,414,-414,Soleado,Media,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-02-12,2023-Verano,Maíz,Parcela A,Cosecha,904,1.01,913.04,491,422.04,Lluvioso,Baja,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-10-03,2023-Invierno,Café,Parcela A,Cosecha,987,5.17,5102.79,154,4948.79,Soleado,Baja,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-05-24,2023-Verano,Plátano,Parcela A,Siembra,0,0,0,428,-428,Nublado,Baja,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-10-22,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,463,-463,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-05-29,2023-Verano,Maíz,Parcela D,Siembra,0,0,0,209,-209,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-10-09,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,388,-388,Lluvioso,Media,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-06-01,2023-Verano,Maíz,Parcela D,Mantenimiento,0,0,0,251,-251,Nublado,Baja,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-02-22,2023-Verano,Plátano,Parcela E,Siembra,0,0,0,161,-161,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-09-08,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,150,-150,Soleado,Media,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-09-30,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,174,-174,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-12-08,2023-Invierno,Trigo,Parcela C,Cosecha,373,1.01,376.73,375,1.73,Lluvioso,Media,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-06-19,2023-Verano,Plátano,Parcela A,Mantenimiento,0,0,0,314,-314,Soleado,Media,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-08-31,2023-Invierno,Maíz,Parcela A,Mantenimiento,0,0,0,202,-202,Nublado,Baja,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-10-08,2023-Invierno,Trigo,Parcela C,Mantenimiento,0,0,0,284,-284,Nublado,Media,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-11-30,2023-Invierno,Maíz,Parcela B,Mantenimiento,0,0,0,305,-305,Lluvioso,Baja,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-07-26,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,495,-495,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Oleaginosas
2023-01-30,2023-Verano,Soya,Parcela C,Siembra,0,0,0,267,-267,Soleado,Alta,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-07-13,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,153,-153,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-02-05,2023-Verano,Soya,Parcela A,Siembra,0,0,0,164,-164,Lluvioso,Alta,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-07-08,2023-Invierno,Trigo,Parcela E,Cosecha,870,1.04,904.8,206,698.8,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-11-20,2023-Invierno,Soya,Parcela C,Siembra,0,0,0,274,-274,Nublado,Baja,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-06-07,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,354,-354,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-01-28,2023-Verano,Café,Parcela D,Cosecha,386,5.07,1957.02,277,1680.02,Lluvioso,Media,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-05-19,2023-Verano,Café,Parcela C,Mantenimiento,0,0,0,272,-272,Lluvioso,Baja,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-06-11,2023-Verano,Plátano,Parcela D,Siembra,0,0,0,254,-254,Lluvioso,Media,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-03-28,2023-Verano,Plátano,Parcela E,Mantenimiento,0,0,0,408,-408,Lluvioso,Alta,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-11-01,2023-Invierno,Café,Parcela E,Cosecha,906,5.15,4665.9,157,4508.9,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-06-17,2023-Verano,Soya,Parcela E,Mantenimiento,0,0,0,327,-327,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-05-20,2023-Verano,Plátano,Parcela C,Cosecha,901,0.72,648.72,432,216.72,Soleado,Alta,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-02-12,2023-Verano,Café,Parcela B,Siembra,0,0,0,158,-158,Nublado,Media,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-07-15,2023-Invierno,Trigo,Parcela D,Mantenimiento,0,0,0,467,-467,Nublado,Alta,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-05-22,2023-Verano,Soya,Parcela C,Siembra,0,0,0,399,-399,Nublado,Baja,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-08-20,2023-Invierno,Soya,Parcela C,Mantenimiento,0,0,0,396,-396,Soleado,Alta,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-04-29,2023-Verano,Café,Parcela B,Siembra,0,0,0,273,-273,Soleado,Media,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-07-04,2023-Invierno,Trigo,Parcela E,Siembra,0,0,0,409,-409,Lluvioso,Alta,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-09-14,2023-Invierno,Plátano,Parcela D,Cosecha,458,0.63,288.54,167,121.54,Nublado,Media,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-11-29,2023-Invierno,Trigo,Parcela E,Siembra,0,0,0,269,-269,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-02-03,2023-Verano,Plátano,Parcela D,Siembra,0,0,0,297,-297,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-02-28,2023-Verano,Trigo,Parcela C,Cosecha,827,0.93,769.11,342,427.11,Soleado,Baja,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-09-11,2023-Invierno,Maíz,Parcela B,Siembra,0,0,0,419,-419,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-12-02,2023-Invierno,Trigo,Parcela B,Cosecha,232,0.94,218.08,461,-242.92,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-01-13,2023-Verano,Plátano,Parcela D,Siembra,0,0,0,178,-178,Nublado,Baja,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-04-29,2023-Verano,Plátano,Parcela D,Mantenimiento,0,0,0,375,-375,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-07-14,2023-Invierno,Café,Parcela B,Cosecha,241,4.99,1202.59,325,877.59,Lluvioso,Media,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-06-08,2023-Verano,Soya,Parcela A,Cosecha,820,1.03,844.6,181,663.6,Lluvioso,Baja,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-01-12,2023-Verano,Plátano,Parcela D,Mantenimiento,0,0,0,215,-215,Lluvioso,Alta,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-02-23,2023-Verano,Soya,Parcela B,Siembra,0,0,0,238,-238,Lluvioso,Alta,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-03-08,2023-Verano,Soya,Parcela E,Mantenimiento,0,0,0,492,-492,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Oleaginosas
2023-07-07,2023-Invierno,Soya,Parcela D,Siembra,0,0,0,476,-476,Soleado,Baja,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-10-27,2023-Invierno,Plátano,Parcela C,Mantenimiento,0,0,0,428,-428,Soleado,Baja,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-04-21,2023-Verano,Plátano,Parcela A,Mantenimiento,0,0,0,495,-495,Lluvioso,Baja,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-12-18,2023-Invierno,Café,Parcela D,Mantenimiento,0,0,0,439,-439,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-05-31,2023-Verano,Café,Parcela B,Mantenimiento,0,0,0,447,-447,Soleado,Alta,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-05-29,2023-Verano,Trigo,Parcela E,Cosecha,296,0.97,287.12,308,-20.88,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-03-05,2023-Verano,Trigo,Parcela A,Cosecha,526,1.01,531.26,319,212.26,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-10-08,2023-Invierno,Soya,Parcela B,Siembra,0,0,0,374,-374,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-08-11,2023-Invierno,Soya,Parcela A,Mantenimiento,0,0,0,426,-426,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-11-02,2023-Invierno,Soya,Parcela A,Cosecha,683,1.29,881.07,370,511.07,Nublado,Baja,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-07-27,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,492,-492,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-05-28,2023-Verano,Maíz,Parcela C,Mantenimiento,0,0,0,247,-247,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-09-22,2023-Invierno,Soya,Parcela A,Cosecha,840,1.05,882.0,306,576.0,Soleado,Baja,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-01-09,2023-Verano,Café,Parcela C,Siembra,0,0,0,490,-490,Nublado,Media,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-06-02,2023-Verano,Café,Parcela E,Mantenimiento,0,0,0,245,-245,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-06-03,2023-Verano,Trigo,Parcela A,Cosecha,916,0.92,842.72,300,542.72,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-11-26,2023-Invierno,Café,Parcela B,Siembra,0,0,0,233,-233,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-05-20,2023-Verano,Café,Parcela E,Cosecha,660,5.14,3392.4,175,3217.4,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-09-02,2023-Invierno,Café,Parcela C,Cosecha,595,5.09,3028.55,322,2706.55,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-12-05,2023-Invierno,Café,Parcela D,Mantenimiento,0,0,0,414,-414,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-06-28,2023-Verano,Café,Parcela C,Mantenimiento,0,0,0,275,-275,Nublado,Media,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-12-04,2023-Invierno,Soya,Parcela E,Cosecha,532,1.01,537.32,471,66.32,Lluvioso,Media,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Oleaginosas
2023-05-15,2023-Verano,Trigo,Parcela B,Cosecha,922,1.02,940.44,473,467.44,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-12-11,2023-Invierno,Trigo,Parcela E,Mantenimiento,0,0,0,389,-389,Soleado,Alta,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-07-03,2023-Invierno,Café,Parcela A,Mantenimiento,0,0,0,210,-210,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-04-18,2023-Verano,Café,Parcela A,Cosecha,841,5.22,4390.02,248,4142.02,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-04-25,2023-Verano,Café,Parcela C,Mantenimiento,0,0,0,281,-281,Lluvioso,Media,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-06-30,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,223,-223,Nublado,Alta,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-07-29,2023-Invierno,Maíz,Parcela C,Mantenimiento,0,0,0,327,-327,Nublado,Alta,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-12-25,2023-Invierno,Trigo,Parcela D,Cosecha,672,0.86,577.92,320,257.92,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-07-17,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,218,-218,Soleado,Alta,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-05-13,2023-Verano,Maíz,Parcela A,Siembra,0,0,0,429,-429,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-08-04,2023-Invierno,Plátano,Parcela C,Mantenimiento,0,0,0,418,-418,Lluvioso,Baja,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-07-01,2023-Invierno,Soya,Parcela B,Cosecha,691,1.21,836.11,196,640.11,Nublado,Baja,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-10-02,2023-Invierno,Maíz,Parcela E,Siembra,0,0,0,495,-495,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-05-24,2023-Verano,Trigo,Parcela D,Mantenimiento,0,0,0,288,-288,Nublado,Alta,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-06-10,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,358,-358,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-10-17,2023-Invierno,Plátano,Parcela E,Cosecha,328,0.76,249.28,471,-221.72,Nublado,Baja,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-05-10,2023-Verano,Maíz,Parcela A,Siembra,0,0,0,296,-296,Nublado,Baja,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-11-09,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,281,-281,Soleado,Baja,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-05-07,2023-Verano,Trigo,Parcela E,Mantenimiento,0,0,0,464,-464,Lluvioso,Baja,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-10-07,2023-Invierno,Soya,Parcela D,Cosecha,321,1.32,423.72,190,233.72,Nublado,Baja,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-03-31,2023-Verano,Soya,Parcela C,Cosecha,655,1.22,799.1,479,320.1,Nublado,Alta,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-10-20,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,219,-219,Lluvioso,Baja,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-07-16,2023-Invierno,Maíz,Parcela B,Siembra,0,0,0,491,-491,Soleado,Media,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-06-03,2023-Verano,Plátano,Parcela C,Cosecha,588,0.92,540.96,335,205.96,Lluvioso,Alta,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-07-07,2023-Invierno,Trigo,Parcela E,Cosecha,949,1.07,1015.43,256,759.43,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-10-30,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,382,-382,Lluvioso,Alta,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Oleaginosas
2023-09-03,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,346,-346,Lluvioso,Baja,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
